Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Experimental evidence that herbivory increases shoot density and productivity in a subtropical turtlegrass (Thalassia testudinum ) meadow","Oecologia","","112","2","10.1007/s004420050300","John F. ValentineKenneth L. HeckJill Busby Jr.David Webb","1997","http://link.springer.com/article/10.1007/s004420050300","Article"
"Bioassay design and length of time in the laboratory affect intercolonial interactions of the Formosan subterranean termite (Isoptera, Rhinotermitidae)","Insectes Sociaux","","56","2","10.1007/s00040-009-0014-4","M. L. CorneliusW. L. A. Osbrink","2009","http://link.springer.com/article/10.1007/s00040-009-0014-4","Article"
"Sex ratio variations among years and breeding systems in a facultatively parthenogenetic termite","Insectes Sociaux","","","","10.1007/s00040-018-0667-y","S. HellemansD. FournierR. HanusY. Roisin","2018","http://link.springer.com/article/10.1007/s00040-018-0667-y","Article"
"Dissatisfaction, Disconfirmation, and Distrust: an Empirical Examination of Value Co-Destruction through Negative Electronic Word-of-Mouth (eWOM)","Information Systems Frontiers","","","","10.1007/s10796-018-9849-4","Kichan NamJeff BakerNorita AhmadJahyun Goo","2018","http://link.springer.com/article/10.1007/s10796-018-9849-4","Article"
"Transection of intraganglionic connections causes synchrony of hindleg stridulation in the Gomphocerine grasshopperStenobothrus lineatus","Naturwissenschaften","","83","6","10.1007/BF01149605","G. FriesN. Elsner","1996","http://link.springer.com/article/10.1007/BF01149605","Article"
"Finding sources of brand value: Developing a stakeholder model of brand equity","Journal of Brand Management","","13","1","10.1057/palgrave.bm.2540243","Richard Jones","2005","http://link.springer.com/article/10.1057/palgrave.bm.2540243","Article"
"Hormonal correlates of reproductive status in the queenless ponerine ant, Streblognathus peetersi","Journal of Comparative Physiology A","","192","3","10.1007/s00359-006-0107-8","Colin BrentChristian PeetersVincent DietemannRobin CreweEd Vargo","2006","http://link.springer.com/article/10.1007/s00359-006-0107-8","Article"
"Managing Customers in Financial Services: The Role of the Marketing Function in E-Commerce","Assessing the Different Roles of Marketing Theory and Practice in the Jaws of Economic Uncertainty","","","","10.1007/978-3-319-11845-1_10","Tim Hughes","2015","http://link.springer.com/chapter/10.1007/978-3-319-11845-1_10","Chapter"
"Intelligent Healthcare Organisations and Patient-Dominant Logic in the New Service Space","Intelligent Health Policy","","","","10.1007/978-3-319-69596-9_5","Petri VirtanenJari Stenvall","2018","http://link.springer.com/chapter/10.1007/978-3-319-69596-9_5","Chapter"
"Theoretical Framework","Branded Component Strategies","","","","10.1007/978-3-8349-6453-3_3","Stefan Worm","2012","http://link.springer.com/chapter/10.1007/978-3-8349-6453-3_3","Chapter"
"Towards Understanding the Value of the Client’s Aspirations and Fears in Complex, Long-term Service Contracts","Complex Engineering Service Systems","","","","10.1007/978-0-85729-189-9_5","John MillsGlenn ParryValerie Purchase","2011","http://link.springer.com/chapter/10.1007/978-0-85729-189-9_5","Chapter"
"Everything Flows: A Pragmatist Perspective of Trade-Offs and Value in Ethical Consumption","Journal of Business Ethics","","","","10.1007/s10551-018-3956-5","Alex HillerTony Woodall","2018","http://link.springer.com/article/10.1007/s10551-018-3956-5","Article"
"Asymptomatic dermatophyte scalp carriage: laboratory diagnosis, epidemiology and management","Mycopathologia","","165","2","10.1007/s11046-007-9081-0","Macit IlkitHakan Demirhindi","2008","http://link.springer.com/article/10.1007/s11046-007-9081-0","Article"
"Inbound Marketing","Marketing Review St. Gallen","","26","6","10.1007/s11621-009-0095-5","","2009","http://link.springer.com/article/10.1007/s11621-009-0095-5","Article"
"Handlebar hernia: case report and review of pediatric cases","Pediatric Surgery International","","15","5 - 6","10.1007/s003830050616","A. KubotaJ. ShonoT. YonekuraM. HokiS. AsanoS. HirookaT. KosumiM. KatoH. Oyanagi","1999","http://link.springer.com/article/10.1007/s003830050616","Article"
"On Service Systems – By Definition of Elementary Concepts towards the Sound Theory of Service Science","Exploring Services Science","","","","10.1007/978-3-642-14319-9_14","Petra HocováZdenko Staníček","2010","http://link.springer.com/chapter/10.1007/978-3-642-14319-9_14","Chapter"
"Chronic exposure to exogenous matrilysin induces chemoresistance and enhances Bcl-2 expression in A549 lung adenocarcinoma cells","Molecular Biology Reports","","36","8","10.1007/s11033-008-9422-1","Hui LiuTiantuo ZhangBenquan WuJing HuangYuqi ZhouJiaxin Zhu","2008","http://link.springer.com/article/10.1007/s11033-008-9422-1","Article"
"Business networks as breeding grounds for entrepreneurial options: organizational implications","Review of Managerial Science","","","","10.1007/s11846-018-0317-9","Alessandro ZardiniFrancesca RicciardiLudovico Bullini OrlandiCecilia Rossignoli","2018","http://link.springer.com/article/10.1007/s11846-018-0317-9","Article"
"Re-irradiation","Hypofractionated and Stereotactic Radiation Therapy","","","","10.1007/978-3-319-92802-9_16","Gregory D. JudyBhishamjit S. Chera","2018","http://link.springer.com/chapter/10.1007/978-3-319-92802-9_16","Chapter"
"The Ideal Marketer is an Authentic Marketer","Looking Forward, Looking Back: Drawing on the Past to Shape the Future of Marketing","","","","10.1007/978-3-319-24184-5_11","Nathalie Collins","2016","http://link.springer.com/chapter/10.1007/978-3-319-24184-5_11","Chapter"
"The History of Marketing Thought","Reassessing the Relationship between Marketing and Public Relations","","","","10.1007/978-3-658-18034-8_4","Lisa Dühring","2017","http://link.springer.com/chapter/10.1007/978-3-658-18034-8_4","Chapter"
"An Overview of the Contribution of Systems Thinking Within Management and Marketing","Social Dynamics in a Systems Perspective","","","","10.1007/978-3-319-61967-5_13","Roberto BruniLuca CarrubboYlenia CavaceceDebora Sarno","2018","http://link.springer.com/chapter/10.1007/978-3-319-61967-5_13","Chapter"
"Structure, Structure, Structure? Designing and Managing Smart Service Systems as Socio-Technical Structures","The Art of Structuring","","","","10.1007/978-3-030-06234-7_34","Daniel BeverungenMartin MatznerJens Poeppelbuss","2019","http://link.springer.com/chapter/10.1007/978-3-030-06234-7_34","Chapter"
"Juvenile hormone–dopamine systems for the promotion of flight activity in males of the large carpenter bee Xylocopa appendiculata","Naturwissenschaften","","100","12","10.1007/s00114-013-1116-4","Ken SasakiTakashi Nagao","2013","http://link.springer.com/article/10.1007/s00114-013-1116-4","Article"
"Jim Jarmusch’s Philosophy of Composition","Memory and Imagination in Film","","","","10.1057/9781137319432_6","Patrizia Lombardo","2014","http://link.springer.com/chapter/10.1057/9781137319432_6","Chapter"
"Using Service-Dominant Logic to Build Empathy for Design Thinking in a Health Service Delivery Environment","Third International Congress on Information and Communication Technology","","","","10.1007/978-981-13-1165-9_46","Masiya Alex MarufuAlta van der Merwe","2019","http://link.springer.com/chapter/10.1007/978-981-13-1165-9_46","Chapter"
"Special issue ofJournal of the Academy of Marketing Science on “Evolving to a New Dominant Logic for Marketing: Continuing the Debate and Dialogue”","Journal of the Academy of Marketing Science","","34","2","10.1177/009207030603400225","","2006","http://link.springer.com/article/10.1177/009207030603400225","Article"
"Generations: Conflict, Continuity, and the Genius Familiae","Romantic Literary Families","","","","10.1057/9780230623385_5","Scott Krawczyk","2009","http://link.springer.com/chapter/10.1057/9780230623385_5","Chapter"
"Does lack of intraspecific aggression or absence of nymphs determine acceptance of foreign reproductives in Macrotermes?","Insectes Sociaux","","59","2","10.1007/s00040-011-0207-5","K.-B. NeohY. IndiranM. LenzC.-Y. Lee","2012","http://link.springer.com/article/10.1007/s00040-011-0207-5","Article"
"Variation in life-history patterns of the grass shrimp Palaemonetes pugio in two South Carolina estuarine systems","Marine Biology","","68","3","10.1007/BF00409593","N. C. AlonN. E. Stancyk","1982","http://link.springer.com/article/10.1007/BF00409593","Article"
"Behaviour Transformation: An Examination of Relational Governance in Complex Engineering Service","Complex Engineering Service Systems","","","","10.1007/978-0-85729-189-9_9","Lei GuoIrene Ng","2011","http://link.springer.com/chapter/10.1007/978-0-85729-189-9_9","Chapter"
"Oriented and Patterned Macromolecules","Intelligent Macromolecules for Smart Devices","","","","10.1007/1-85233-849-0_6","","2004","http://link.springer.com/chapter/10.1007/1-85233-849-0_6","Chapter"
"Microfoundations of a Dynamic Market Knowledge Capability, Empirical Explorations Under Conditions of Environmental Uncertainty: An Abstract","Marketing at the Confluence between Entertainment and Analytics","","","","10.1007/978-3-319-47331-4_134","Rajiv KashyapRaza MirShan FengMike Chen-Ho Chao","2017","http://link.springer.com/chapter/10.1007/978-3-319-47331-4_134","Chapter"
"The Use of a Participatory Approach to Develop a Framework for Assessing Quality of Care in Children’s Mental Health Services","Administration and Policy in Mental Health and Mental Health Services Research","","40","4","10.1007/s10488-012-0419-7","Amy C. VargoPatty J. SharrockMelissa H. JohnsonMary I. Armstrong","2013","http://link.springer.com/article/10.1007/s10488-012-0419-7","Article"
"Let Me Get My Manager: The Effects of Participation in Cocreated Service Recovery on Frontline Employees","Celebrating America’s Pastimes: Baseball, Hot Dogs, Apple Pie and Marketing?","","","","10.1007/978-3-319-26647-3_134","Michael C. PeasleyJoshua T. Coleman","2016","http://link.springer.com/chapter/10.1007/978-3-319-26647-3_134","Chapter"
"Services Science and Societal Convergence","Handbook of Science and Technology Convergence","","","","10.1007/978-3-319-07052-0_20","Jim Spohrer","2016","http://link.springer.com/referenceworkentry/10.1007/978-3-319-07052-0_20","ReferenceWorkEntry"
"The Use of Microcosms for Evaluation of Interactions between Pollutants and Microorganisms","Advances in Microbial Ecology","","","","10.1007/978-1-4684-8989-7_4","P. H. PritchardA. W. Bourquin","1984","http://link.springer.com/chapter/10.1007/978-1-4684-8989-7_4","Chapter"
"Seiko Instruments Inc.—Product Based Value Co-creation","Manufacturing Servitization in the Asia-Pacific","","","","10.1007/978-981-287-757-4_15","Hiroyuki SakanoMichitaka Kosaka","2016","http://link.springer.com/chapter/10.1007/978-981-287-757-4_15","Chapter"
"Analytic Solutions to Several Optimum Orbit Transfer Proilems","XIth International Astronautical Congress Stockholm 1960 / XI. Internationaler Astronautischer Kongress / XIe Congrès International D’Astronautique","","","","10.1007/978-3-7091-8071-6_43","Herman MunickRobert McGillGerald E. Taylor","1961","http://link.springer.com/chapter/10.1007/978-3-7091-8071-6_43","Chapter"
"A Framework that Situates Technology Research Within the Field of Service Science","The Science of Service Systems","","","","10.1007/978-1-4419-8270-4_10","Kelly Lyons","2011","http://link.springer.com/chapter/10.1007/978-1-4419-8270-4_10","Chapter"
"Service-Based Bioeconomy—Multilevel Perspective to Assess the Evolving Bioeconomy with a Service Lens","Towards a Sustainable Bioeconomy: Principles, Challenges and Perspectives","","","","10.1007/978-3-319-73028-8_2","Päivi PelliJyrki KangasJouni Pykäläinen","2018","http://link.springer.com/chapter/10.1007/978-3-319-73028-8_2","Chapter"
"Localization of corticotropin- and endorphin-related peptides in the intermediate lobe of the rat pituitary","Cell and Tissue Research","","196","2","10.1007/BF00240104","Dr. Rainer MartinEckard WeberKarl H. Voigt","1979","http://link.springer.com/article/10.1007/BF00240104","Article"
"Selection on a haploid genotype for discrimination learning performance: Correlation between drone honey bees (Apis mellifera) and their worker progeny (Hymenoptera: Apidae)","Journal of Insect Behavior","","8","5","10.1007/BF01997235","Shirly T. BenatarSusan CobeyBrian H. Smith","1995","http://link.springer.com/article/10.1007/BF01997235","Article"
"Assessing learning, quality and engagement in learning objects: the Learning Object Evaluation Scale for Students (LOES-S)","Educational Technology Research and Development","","57","2","10.1007/s11423-008-9094-5","Robin H. KayLiesel Knaack","2009","http://link.springer.com/article/10.1007/s11423-008-9094-5","Article"
"How are product-service combined offers provided in Germany and Italy? Analysis with company sizes and countries","Journal of Systems Science and Systems Engineering","","17","3","10.1007/s11518-008-5086-6","Tomohiko SakaoNicola NapolitanoMassimo TronciErik SundinMattias Lindahl","2008","http://link.springer.com/article/10.1007/s11518-008-5086-6","Article"
"Customer-to-customer interactions on customer citizenship behavior","Service Business","","11","1","10.1007/s11628-016-0304-7","Jin Ho JungJay Jaewon Yoo","2017","http://link.springer.com/article/10.1007/s11628-016-0304-7","Article"
"Children's attitudes and behavioral intentions toward a peer presented as physically handicapped: A more positive view","Journal of Developmental and Physical Disabilities","","8","1","10.1007/BF02578438","Sam B. MorganDale W. Wisely","1996","http://link.springer.com/article/10.1007/BF02578438","Article"
"Expression of matrix metalloproteinase-7 and fas ligand: Their apoptosis-inducing effect on gastric cancer cells","Chinese Journal of Cancer Research","","15","3","10.1007/s11670-003-0025-z","Hua-chuan ZhengXue-fei YangJin-min SunXiao-han LiWei-guo JiangYin-chang ZhangYan Xin","2003","http://link.springer.com/article/10.1007/s11670-003-0025-z","Article"
"The role of per-capita productivity in the evolution of small colony sizes in ants","Behavioral Ecology and Sociobiology","","68","1","10.1007/s00265-013-1620-8","Boris H. KramerInon ScharfSusanne Foitzik","2014","http://link.springer.com/article/10.1007/s00265-013-1620-8","Article"
"Oil Pollution and Plankton Dynamics. IV. Summary of Enclosure Experiments in Lindåspollene, Norway, with Special Emphasis on the Balance between Autotrophic and Heterotrophic Processes","Fate and Effects of Oil in Marine Ecosystems","","","","10.1007/978-94-009-3573-0_14","H. R. SkjoldalT. F. Thingstad","1987","http://link.springer.com/chapter/10.1007/978-94-009-3573-0_14","Chapter"
"Engagement Mechanics in the Value Cocreation Process: The Case of Gamification (An Extended Abstract)","Marketing at the Confluence between Entertainment and Analytics","","","","10.1007/978-3-319-47331-4_140","Thomas Leclercq","2017","http://link.springer.com/chapter/10.1007/978-3-319-47331-4_140","Chapter"
"Using Design Science Research to Develop a Modeling Technique for Service Design","Design Science Research in Information Systems. Advances in Theory and Practice","","","","10.1007/978-3-642-29863-9_6","Lysanne LessardEric Yu","2012","http://link.springer.com/chapter/10.1007/978-3-642-29863-9_6","Chapter"
"Sleeping Beauties and their princes in innovation studies","Scientometrics","","110","2","10.1007/s11192-016-2186-9","Aurora A. C. TeixeiraPedro Cosme VieiraAna Patrícia Abreu","2017","http://link.springer.com/article/10.1007/s11192-016-2186-9","Article"
"Business-to-Business Solution Provision: An Empirical Investigation of the Deliberate vs. Creative Problem-Solving Routines of Salespeople","Celebrating America’s Pastimes: Baseball, Hot Dogs, Apple Pie and Marketing?","","","","10.1007/978-3-319-26647-3_211","Sreedhar MadhavaramVishag Badrinarayanan","2016","http://link.springer.com/chapter/10.1007/978-3-319-26647-3_211","Chapter"
"Health Branding Ethics","Journal of Business Ethics","","104","1","10.1007/s10551-011-0887-9","Thomas Boysen AnkerPeter SandøeTanja KaminKlemens Kappel","2011","http://link.springer.com/article/10.1007/s10551-011-0887-9","Article"
"Managing service innovation with cloud technology","Global Business Perspectives","","1","4","10.1007/s40196-013-0027-2","Li-Cheng ChenChin-Yao Tseng","2013","http://link.springer.com/article/10.1007/s40196-013-0027-2","Article"
"Measuring learning in individual flies is not necessary to study the effects of single-gene mutations inDrosophila: A reply to Holliday and Hirsch","Behavior Genetics","","16","4","10.1007/BF01074264","Tim Tully","1986","http://link.springer.com/article/10.1007/BF01074264","Article"
"Translational and Trans-disciplinary Approach to Service Systems","Service Systems Science","","","","10.1007/978-4-431-54267-4_2","Kyoichi Kijima","2015","http://link.springer.com/chapter/10.1007/978-4-431-54267-4_2","Chapter"
"Challenges in New Service Development and Value Creation through Service","Advances in Information Systems Development","","","","10.1007/978-0-387-36402-5_3","Bo EdvardssonAnders GustafssonBo Enquist","2006","http://link.springer.com/chapter/10.1007/978-0-387-36402-5_3","Chapter"
"Immunocytological detection and localization of a peptide reacting with an α-endorphin antiserum in the corticotropic and melanotropic cells of the trout pituitary (Salmo irideus Gibb)","Cell and Tissue Research","","188","2","10.1007/BF00222637","Dr Ernest FolléniusMaurice P. Dubois","1978","http://link.springer.com/article/10.1007/BF00222637","Article"
"Platform Provider by Accident","Business & Information Systems Engineering","","58","3","10.1007/s12599-016-0426-4","Ted Saarikko","2016","http://link.springer.com/article/10.1007/s12599-016-0426-4","Article"
"The Organic View of the Brand: A Brand Value Co-creation Model","Advances in Corporate Branding","","","","10.1057/978-1-352-00008-5_9","Oriol IglesiasNicholas IndManuel Alfaro","2017","http://link.springer.com/chapter/10.1057/978-1-352-00008-5_9","Chapter"
"Gamergate number and control over reproduction inPachycondyla krugeri (Hymenoptera: Formicidae)","Insectes Sociaux","","35","3","10.1007/BF02224055","M. H. WildmanR. M. Crewe","1988","http://link.springer.com/article/10.1007/BF02224055","Article"
"Technological Innovation and Entrepreneurial Co-Creation: An Analysis of Brand Identity and Virtual Brand Communities","Entrepreneurial Challenges in the 21st Century","","","","10.1057/9781137479761_15","Héla Benmiled-Cherif","2015","http://link.springer.com/chapter/10.1057/9781137479761_15","Chapter"
"Nest connectivity and colony structure in unicolonial Argentine ants","Insectes Sociaux","","55","4","10.1007/s00040-008-1019-0","N. E. HellerK. K. IngramD. M. Gordon","2008","http://link.springer.com/article/10.1007/s00040-008-1019-0","Article"
"A Capability-Based View of Brand Management","Celebrating America’s Pastimes: Baseball, Hot Dogs, Apple Pie and Marketing?","","","","10.1007/978-3-319-26647-3_12","Pramod IyerArezoo DavariAbdullah Alhidari","2016","http://link.springer.com/chapter/10.1007/978-3-319-26647-3_12","Chapter"
"Co-creation and service recovery process communication: effects on satisfaction, repurchase intentions, and word of mouth","Service Business","","11","2","10.1007/s11628-016-0311-8","Rodolfo Vázquez-CasiellesVíctor IglesiasConcepción Varela-Neira","2017","http://link.springer.com/article/10.1007/s11628-016-0311-8","Article"
"Parental analysis using RAPD markers in the antColobopsis nipponicus: A test of RAPD markers for estimating reproductive structure within social insect colonies","Insectes Sociaux","","42","4","10.1007/BF01242162","E. Hasegawa","1995","http://link.springer.com/article/10.1007/BF01242162","Article"
"Drivers of sales performance: a contemporary meta-analysis. Have salespeople become knowledge brokers?","Journal of the Academy of Marketing Science","","39","3","10.1007/s11747-010-0211-8","Willem VerbekeBart DietzErnst Verwaal","2011","http://link.springer.com/article/10.1007/s11747-010-0211-8","Article"
"Recruits’ Corporate Brand Co-creation Experiences of the Finnish Military Forces","Corporate Reputation Review","","15","2","10.1057/crr.2012.2","Mari JuntunenJouni JuntunenVesa Autere","2012","http://link.springer.com/article/10.1057/crr.2012.2","Article"
"Revisit of relationships and models for the Birnbaum-Saunders and inverse-Gaussian distributions","Journal of Statistical Distributions and Applications","","2","1","10.1186/s40488-015-0034-8","William Jason OwenHon Keung Tony Ng","2015","http://link.springer.com/article/10.1186/s40488-015-0034-8","Article"
"Genetic influence on caste determination underlying the asexual queen succession system in a termite","Behavioral Ecology and Sociobiology","","66","1","10.1007/s00265-011-1249-4","Yuuka YamamotoKenji Matsuura","2012","http://link.springer.com/article/10.1007/s00265-011-1249-4","Article"
"Reframing Customer Value in a Service-Based Paradigm: An Evaluation of a Formative Measure in a Multi-industry, Cross-cultural Context","Handbook of Partial Least Squares","","","","10.1007/978-3-540-32827-8_24","David Martín RuizDwayne D. GremlerJudith H. WashburnGabriel Cepeda Carrión","2010","http://link.springer.com/chapter/10.1007/978-3-540-32827-8_24","Chapter"
"Introduction","Driving Innovation in Service Organizations","","","","10.1007/978-3-8349-3839-8_1","Jessica Scheler","2013","http://link.springer.com/chapter/10.1007/978-3-8349-3839-8_1","Chapter"
"Brands as Hyper-Organic Beings — Introducing a Sociological Gestalt To Brand Metaphor Discourse","Proceedings of the 2010 Academy of Marketing Science (AMS) Annual Conference","","","","10.1007/978-3-319-11797-3_192","Bjoern AsmussenJillian FarquharSally Harridge-March","2015","http://link.springer.com/chapter/10.1007/978-3-319-11797-3_192","Chapter"
"Immunohistochemical and biochemical studies of the enkephalins, β-endorphin, and related peptides","Endorphins in Mental Health Research","","","","10.1007/978-1-349-04015-5_3","Stanley J. WatsonHuda AkilJack D. Barchas","1979","http://link.springer.com/chapter/10.1007/978-1-349-04015-5_3","Chapter"
"Effects of two locust control methods on wood-eating termites in arid Australia","Journal of Insect Conservation","","20","1","10.1007/s10841-016-9844-3","Kimberly MauteKristine FrenchPaul StoryC. M. BullGrant C. Hose","2016","http://link.springer.com/article/10.1007/s10841-016-9844-3","Article"
"The Influence of Service Guarantees on Firm Performance","The Sustainable Global Marketplace","","","","10.1007/978-3-319-10873-5_99","Hyunju ShinAlexander E. Ellinger","2015","http://link.springer.com/chapter/10.1007/978-3-319-10873-5_99","Chapter"
"“Just” Markets from the Perspective of Catholic Social Teaching","Journal of Business Ethics","","89","1","10.1007/s10551-008-9908-8","Nicholas J. C. SantosGene R. Laczniak","2009","http://link.springer.com/article/10.1007/s10551-008-9908-8","Article"
"Perspectives for Moving Business Processes into the Cloud","Enterprise, Business-Process and Information Systems Modeling","","","","10.1007/978-3-642-13051-9_5","Rainer Schmidt","2010","http://link.springer.com/chapter/10.1007/978-3-642-13051-9_5","Chapter"
"Spatial Selective Auditory Attention in the Presence of Reverberant Energy: Individual Differences in Normal-Hearing Listeners","Journal of the Association for Research in Otolaryngology","","12","3","10.1007/s10162-010-0254-z","Dorea RugglesBarbara Shinn-Cunningham","2011","http://link.springer.com/article/10.1007/s10162-010-0254-z","Article"
"Immunologie localization of α- and β-endorphins and β-lipotropin in corticotropic cells of the normal and anencephalic fetal pituitaries","Cell and Tissue Research","","193","3","10.1007/BF00225339","M. BégeotM. P. DuboisP. M. Dubois","1978","http://link.springer.com/article/10.1007/BF00225339","Article"
"Developing IT-Enabled Dynamic Capabilities: A Service Science Approach","Perspectives in Business Informatics Research","","","","10.1007/978-3-319-11370-8_7","Patrick Mikalef","2014","http://link.springer.com/chapter/10.1007/978-3-319-11370-8_7","Chapter"
"Children's attitudes towards disability: A review and analysis of the literature","International Journal for the Advancement of Counselling","","7","3","10.1007/BF00116191","Susan B. Wetstein-KroftJames W. Vargo","1984","http://link.springer.com/article/10.1007/BF00116191","Article"
"Intracolony chemical communication in social insects","Insectes Sociaux","","60","3","10.1007/s00040-013-0306-6","F.-J. RichardJ. H. Hunt","2013","http://link.springer.com/article/10.1007/s00040-013-0306-6","Article"
"Die Bedeutung von Nutzungsprozessen für den Service Value","Service Value als Werttreiber","","","","10.1007/978-3-658-02140-5_10","Prof. Dr. Stefan RothLucas Pfisterer Dipl.-Wirtsch.-Ing.","2014","http://link.springer.com/chapter/10.1007/978-3-658-02140-5_10","Chapter"
"B Wettbewerbsvorteile aus Wissen","Wissensgenerierung in Value Netzwerken","","","","10.1007/978-3-658-06590-4_2","Marc Banaszak","2014","http://link.springer.com/chapter/10.1007/978-3-658-06590-4_2","Chapter"
"Darlegung der theoretischen Basis: Konsum neuer Sportmedien","Sportinteresse und Mobile TV","","","","10.1007/978-3-8349-4515-0_2","Reinhard Kunz","2014","http://link.springer.com/chapter/10.1007/978-3-8349-4515-0_2","Chapter"
"D Wissensnetzwerke","Wissensgenerierung in Value Netzwerken","","","","10.1007/978-3-658-06590-4_4","Marc Banaszak","2014","http://link.springer.com/chapter/10.1007/978-3-658-06590-4_4","Chapter"
"Spezieller Teil","Die Laubmoose","","","","10.1007/978-3-642-90771-5_2","Dr. Wilhelm Lorch","1923","http://link.springer.com/chapter/10.1007/978-3-642-90771-5_2","Chapter"
"Wertkettenanalyse und Service Value – eine Diskussion im Lichte der Service-Dominant Logic","Service Value als Werttreiber","","","","10.1007/978-3-658-02140-5_9","Prof. Dr. Martin BenkensteinDr. Vera Waldschmidt","2014","http://link.springer.com/chapter/10.1007/978-3-658-02140-5_9","Chapter"
"Grundlagen ergebnisorientierter Vertragskonzepte","Supplier Relationship Management im Performance-based Contracting","","","","10.1007/978-3-658-07139-4_2","Florian C. Kleemann","2014","http://link.springer.com/chapter/10.1007/978-3-658-07139-4_2","Chapter"
"Die normative Ordnung der service-dominierten Logik für ein komplexes Wertnetzwerk – ein innovativer Weg zu mehr Nachhaltigkeit?","Innovation in der Nachhaltigkeitsforschung","","","","10.1007/978-3-662-54359-7_8","Johannes Hogg Dipl.-Betriebswirt (FH)Kai-Michael Griese Prof. Dr.Kim Werner Prof. Dr.","2017","http://link.springer.com/chapter/10.1007/978-3-662-54359-7_8","Chapter"
"Dienstleistungsmarketing als Innovator des Marketingverständnisses?","Innovatives Marketing","","","","10.1007/978-3-322-89480-9_25","Bernd Stauss","2005","http://link.springer.com/chapter/10.1007/978-3-322-89480-9_25","Chapter"
"Serviceparadigmen der BWL","Serviceparadigmen und Implikationen für die Vermarktung","","","","10.1007/978-3-658-09621-2_2","Dr. Christian Arnold","2015","http://link.springer.com/chapter/10.1007/978-3-658-09621-2_2","Chapter"
"Der Kundenintegrationsbegriff im (Dienstleistungs-) Marketing","Kundenintegration","","","","10.1007/978-3-8349-9407-3_2","Michael KleinaltenkampThomas BachIlka Griese","2009","http://link.springer.com/chapter/10.1007/978-3-8349-9407-3_2","Chapter"
"Kundenintegration","Zahlungsbereitschaft für Remote Services","","","","10.1007/978-3-8349-4505-1_3","Jörg Dauner","2012","http://link.springer.com/chapter/10.1007/978-3-8349-4505-1_3","Chapter"
"Digitale Güter und Dienstleistungen als Leistungsergebnisse","Einführung in die Wirtschaftsinformatik","","","","10.1007/978-3-540-77847-9_6","Prof. Dr. Jan Marco Leimeister","2015","http://link.springer.com/chapter/10.1007/978-3-540-77847-9_6","Chapter"
"A Einleitung","Wissensgenerierung in Value Netzwerken","","","","10.1007/978-3-658-06590-4_1","Marc Banaszak","2014","http://link.springer.com/chapter/10.1007/978-3-658-06590-4_1","Chapter"
"Grundlagen und Forschungsmethoden","Untersuchung der Profitabilität von IT-Lösungen","","","","10.1007/978-3-658-08855-2_2","Alexander Herzfeldt","2015","http://link.springer.com/chapter/10.1007/978-3-658-08855-2_2","Chapter"
"Value Creation durch ubiquitären E-Service – eine innovative Angebotsform aus Sicht der Leistungslehre","Kundenintegration und Leistungslehre","","","","10.1007/978-3-658-07448-7_7","Martin Reckenfelderbäumer Prof. Dr.Christian Arnold Dipl.-Kfm.","2015","http://link.springer.com/chapter/10.1007/978-3-658-07448-7_7","Chapter"
"Die Bedeutung des Wert-Konstruktes im Marketing","Konsumentenwert","","","","10.1007/978-3-658-02736-0_2","Steffen Jahn","2013","http://link.springer.com/chapter/10.1007/978-3-658-02736-0_2","Chapter"
"Marketing to the poor: an institutional model of exchange in emerging markets","AMS Review","","7","3 - 4","10.1007/s13162-017-0100-0","Jaideep PrabhuPaul TraceyMagda Hassan","2017","http://link.springer.com/article/10.1007/s13162-017-0100-0","Article"
"Blackboxing Data—Conceptualizing Data-Driven Exploration from a Business Perspective","The Art of Structuring","","","","10.1007/978-3-030-06234-7_15","Robert Winter","2019","http://link.springer.com/chapter/10.1007/978-3-030-06234-7_15","Chapter"
"Pathology of the Peripheral Nervous System","Handbook of Neuropsychological Assessment","","","","10.1007/978-1-4899-0682-3_14","Eugene R. DelayWalter Isaac","1992","http://link.springer.com/chapter/10.1007/978-1-4899-0682-3_14","Chapter"
"Some have to, and some want to: Why firms adopt a post-industrial form","Journal of Management & Governance","","21","2","10.1007/s10997-016-9353-5","Chris R. MeyerDavid G. CohenSudhir Nair","2017","http://link.springer.com/article/10.1007/s10997-016-9353-5","Article"
"Sustainable Supply Chain Management in the Slow-Fashion Industry","Sustainable Fashion Supply Chain Management","","","","10.1007/978-3-319-12703-3_7","Claudia E. HenningerPanayiota J. AlevizouCaroline J. OatesRanis Cheng","2015","http://link.springer.com/chapter/10.1007/978-3-319-12703-3_7","Chapter"
"Beyond the expected benefits: unpacking value co-creation in crowdsourcing business models","AMS Review","","7","3 - 4","10.1007/s13162-017-0106-7","Ivan FedorenkoPierre Berthon","2017","http://link.springer.com/article/10.1007/s13162-017-0106-7","Article"
"Asset-Based Strategies for Capturing Value in the Service Economy","Handbook of Service Science, Volume II","","","","10.1007/978-3-319-98512-1_35","Jochen WirtzMichael Ehret","2019","http://link.springer.com/chapter/10.1007/978-3-319-98512-1_35","Chapter"
"The effect of online social value on satisfaction and continued use of social media","European Journal of Information Systems","","24","4","10.1057/ejis.2014.22","Tao HuWilliam J KettingerRobin S Poston","2015","http://link.springer.com/article/10.1057/ejis.2014.22","Article"
