BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5,DOI
7,"","Zheng2019","Zheng, Siqi; Wang, Jianghao; Sun, Cong; Zhang, Xiaonan; Kahn, Matthew E.","Air pollution lowers Chinese urbanites’ expressed happiness on social media","Nature Human Behaviour",,,"January","1",2019,"","","http://dx.doi.org/10.1038/s41562-018-0521-2","","","","","","Nature","","","","","","","High levels of air pollution in China may contribute to the urban population’s reported low level of happiness1–3. To test this claim, we have constructed a daily city-level expressed happiness metric based on the sentiment in the contents of 210 million geotagged tweets on the Chinese largest microblog platform Sina Weibo4–6, and studied its dynamics relative to daily local air quality index and PM2.5 concentrations (fine particulate matter with diameters equal or smaller than 2.5 μm, the most prominent air pollutant in Chinese cities). Using daily data for 144 Chinese cities in 2014, we document that, on average, a one standard deviation increase in the PM2.5 concentration (or Air Quality Index) is associated with a 0.043 (or 0.046) standard deviation decrease in the happiness index. People suffer more on weekends, holidays and days with extreme weather conditions. The expressed happiness of women and the residents of both the cleanest and dirtiest cities are more sensitive to air pollution. Social media data provides real-time feedback for China’s government about rising quality of life concerns.A daily, city-level happiness metric constructed from the sentiment expressed in 210 million tweets on Sina Weibo from 144 cities shows that high levels of air pollution significantly reduce Chinese urbanites’ expressed happiness on social media.","","","","","10.1038/s41562-018-0521-2"
7,"","Adam2019","Adam, Helen; Barratt-Pugh, Caroline; Haig, Yvonne","“Portray cultures other than ours”: How children’s literature is being used to support the diversity goals of the Australian Early Years Learning Framework","The Australian Educational Researcher",,,"January","1",2019,"","","http://dx.doi.org/10.1007/s13384-019-00302-w","","","","","","Springer","","","","","","","Catering for diversity within birth to 5-year-old settings continues to be an on-going concern for policy makers and educators worldwide. This research contributes to discussion on the value of children’s literature in achieving international principles of diversity and, in particular, the Principles, Practice and Outcomes outlined in the Australian Early Years Learning Framework. The article considers the selection and use of children’s literature related to diversity, as well as what influences these processes. Seventeen educators from five long day care centres located in or near the Perth metropolitan area participated in the study. Data were drawn from interviews and a book audit. The findings revealed educators had limited understandings of the role of literature in acknowledging and valuing diversity and rarely used it to promote the diversity-related outcomes of the EYLF. The key challenges which emerged from the findings concerned beliefs of educators, professional learning and the application of the EYLF in practice.","","","","","10.1007/s13384-019-00302-w"
7,"","Dai2019","Dai, Hua; Salam, A. F.","An Empirical Assessment of Service Quality, Service Consumption Experience and Relational Exchange in Electronic Mediated Environment (EME)","Information Systems Frontiers",,,"January","1",2019,"","","http://dx.doi.org/10.1007/s10796-019-09894-1","","","","","","Springer","","","","","","","This study examines how service quality and service consumption experience affect long-term relational exchange in the EME to provide insights into consumers’ perception of service consumption experience and its potential influence on the development of long-term exchange relationship between consumers and service providers in the EME. An analytical framework is developed and tested to validate a comprehensive research model of service consumption experience, its formative dimensions and its antecedents and consequents. The proposed research model is empirically assessed and validated using a sample of 772 respondents. This study contributes to the development of the service consumption experience construct in the EME and informs firms in developing an integrated experiential strategy to meet customer requirements and expectations to further improve customer loyalty and word-of mouth communication in the EME.","","","","","10.1007/s10796-019-09894-1"
7,"","Bai2019","Bai, Li; Liu, Xiaosu; Yu, Yanliang","Research on spatial spillover effect of E-commerce information system in China’s agricultural industry","Information Systems and e-Business Management",,,"January","1",2019,"","","http://dx.doi.org/10.1007/s10257-019-00408-9","","","","","","Springer","","","","","","","Based on existing measurement studies and data from Alibaba’s e-commerce platform, this paper constructs a spillover effect model of regional core cities and studies spatial spillover effect of electronic commerce information system in China’s agricultural industry. This study obtains the following implications and conclusions: The development of E-commerce information system in central cities has a direct spillover effect on agricultural industry in this region. As the core of regional economic growth, central cities play a leadership role that drives other cities to develop agricultural products within this region. The reserve of Internet talents and the scale of the express logistics industry are essential bases for the growth of agricultural product e-commerce in urban areas. However, there is no spillover effect on this domain; online agricultural products are enormously dependent on the processing industries. Agricultural products have highly similar shapes and highly overlapping targets in markets in different cities within the same region. The demands of agricultural product e-commerce are compressed, and its development is hindered because the processing industries that have developed in central cities face fierce competition from surrounding cities. Central cities have great appeal to talents within the region, which affects the development of e-commerce in other cities by withdrawing the human resources of surrounding cities.","","","","","10.1007/s10257-019-00408-9"
7,"","Baum2019","Baum, Fran; Delany-Crowe, Toni; MacDougall, Colin; Eyk, Helen; Lawless, Angela; Williams, Carmel; Marmot, Michael","To what extent can the activities of the South Australian Health in All Policies initiative be linked to population health outcomes using a program theory-based evaluation?","BMC Public Health",19,1,"January","1",2019,"","","http://dx.doi.org/10.1186/s12889-019-6408-y","","","","","","BioMed Central","","","","","","","BackgroundThis paper reports on a five-year study using a theory-based program logic evaluation, and supporting survey and interview data to examine the extent to which the activites of the South Australian Health in All Policies initiative can be linked to population health outcomes.MethodsMixed-methods data were collected between 2012 and 2016 in South Australia (144 semi-structured key informant interviews; two electronic surveys of public servants in 2013 (n = 435) and 2015 (n = 483); analysis of state government policy documents; and construction of a program logic model to shape assessment of the feasibility of attribution to population health outcomes).ResultsMultiple actions on social determinants of health in a range of state government sectors were reported and most could be linked through a program logic model to making some contribution to future population health outcomes. Context strongly influences implementation; not all initiatives will be successful and experimentation is vital. Successful initiatives included HiAP influencing the urban planning department to be more concerned with the health impacts of planning decisions, and encouraging the environment department to be concerned with the health impacts of its work.ConclusionsThe theory-based program logic suggests that SA HiAP facilitated improved population health through working with multiple government departments. Public servants came to appreciate how their sectors impact on health. Program logic is a mechanism to evaluate complex public health interventions in a way that takes account of political and economic contexts. SA HiAP was mainly successful in avoiding lifestyle drift in strategy. The initiative encouraged a range of state government departments to tackle conditions of daily living. The broader underpinning factors dictating the distribution of power, money and resources were not addressed by HiAP. This reflects HiAP’s use of a consensus model which was driven by (rather than drove) state priorities and sought ‘win-win’ strategies.","","","","","10.1186/s12889-019-6408-y"
7,"","Heitz2019","Heitz, Adeline; Launay, Pierre; Beziat, Adrien","Heterogeneity of logistics facilities: an issue for a better understanding and planning of the location of logistics facilities","European Transport Research Review",11,1,"January","1",2019,"","","http://dx.doi.org/10.1186/s12544-018-0341-5","","","","","","Springer","","","","","","","In the last few years, the issue of the location of logistics activities emerged in the literature, in Europe and in the United States, especially from the perspective of logistics spatial dynamics as logistics sprawl. These issues of spatial dynamics question urban policies, because they underline the lack of interest in freight in the planning process. Indeed, one of the major issues in planning logistics facilities is the lack of a good understanding of the logistics sector: it is difficult to guide public action in the absence of detailed and precise data. The great heterogeneity of logistics facilities is often underestimated by public policies. The visibility of some sectors in public policies or academic literature, as parcel industry or e-commerce, hides other sides of logistics as an industry sector. With this paper we underline differences in the location of facilities, which translates into a difficult implementation of public policies to regulate logistics sprawl in the case of the Paris region. This paper studies precisely the location of the warehouses and terminals, and their place in the spatial organization of logistics facilities in the Paris Region. In particular, we compare the location of mass retail and wholesale trade facilities, logistics provider’s facilities and parcel’s industry facilities.","","","","","10.1186/s12544-018-0341-5"
7,"","Xie2019","Xie, Qian; Chen, Chen; Liu, Mingjun; Xia, Shuang; Wang, Zheng","Short-channel effects on the static noise margin of 6T SRAM composed of 2D semiconductor MOSFETs","Science China Information Sciences",62,6,"January","1",2019,"","","http://dx.doi.org/10.1007/s11432-018-9429-2","","","","","","Springer","","","","","","","This paper investigates the influence of the short-channel effects (SCEs) on the static noise margin (SNM) of 6T (6 transistors) SRAM composed of 2D MOSFETs. An analytical all-region I-V model for short-channel complementary 2D MOSFETs has been developed, and a simulation model has been built to calculate SNM with the consideration of SCEs and velocity saturation. The results show that there exists an optimal value of channel length (Lopt) where SNM reaches a maximum, and Lopt is approximately three times the scale length. In the region where L>Lopt, SNM increases slightly as L decreases because of velocity saturation, while in the region where L<Lopt, SNM decreases rapidly as L decreases as the SCEs are dominant. The worst case of SNM reduction due to the threshold voltage (VT) fluctuation is investigated, and the maximum VT tolerance is studied as a function of L. In an SRAM with a scale length of 5 nm, as L decreases from 15 nm to 5 nm, SNM decreases from 155 mV to 98 mV, and the maximum VT tolerance decreases from 126 mV to 105 mV.","","","","","10.1007/s11432-018-9429-2"
7,"","Hernandez-Perlines2019","Hernández-Perlines, Felipe; Moreno-García, Juan; Yáñez-Araque, Benito","The influence of socioemotional wealth in the entrepreneurial orientation of family businesses","International Entrepreneurship and Management Journal",,,"January","1",2019,"","","http://dx.doi.org/10.1007/s11365-019-00561-0","","","","","","Springer","","","","","","","This study analyses the effect of socioemotional wealth on the entrepreneurial orientation of family businesses. Entrepreneurship, measured through entrepreneurial orientation, is a key factor for the survival of family businesses. Second-generation structural equation method (PLS-SEM) was used to analyse the results, specifically, the SmartPLS 3.2.7 software applied to data on106 Spanish family businesses. The main contribution of this study is to show that family businesses provide an adequate framework for analysing entrepreneurship from an entrepreneurial orientation. Second, the FIBER measurement model for socioemotional wealth allows capturing the special behaviour of family businesses. Finally, with this study we ascertain that socioemotional wealth positively influences entrepreneurial orientation, thus explaining 32.6% of its variance.","","","","","10.1007/s11365-019-00561-0"
7,"","2019","d’Iribarne, Philippe","Conceptions of labor and national cultures: diverging visions of freedom","American Journal of Cultural Sociology",,,"January","1",2019,"","","http://dx.doi.org/10.1057/s41290-018-00066-3","","","","","","Springer","","","","","","","Studies that relate cultural differences in specific fields of social life to broader cultural differences are wanting in cultural sociology. To show that this type of interlinking can prove fruitful, we focus on cross-country differences in labor relations, starting from the conceptions of wage labor in Britain and Germany that emerged from the late seventeenth century onwards. A first level of culture involves practices specific to a delimited sphere of action. In the British approach, a salaried worker is assimilated to an external supplier who delivers products and remains within a relationship tied to the provision of services without engaging his or her person. By contrast, in the German approach, the salaried worked is viewed as fully engaging his or her person in the company, while also being associated with the company’s overall functioning. Another level of culture involves societal life more broadly. This second level comes to light when exploring the conceptions of freedom inherited from the Enlightenment that are specific to Britain, on the one hand, and Germany, on the other. Moreover, in both countries, these conceptions of freedom were themselves inherited from the medieval conception of the free man.","","","","","10.1057/s41290-018-00066-3"
7,"","Kampen2019","Kampen, Thomas; Veldboer, Lex; Kleinhans, Reinout","The Obligation to Volunteer as Fair Reciprocity? Welfare Recipients’ Perceptions of Giving Back to Society","VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations",,,"January","1",2019,"","","http://dx.doi.org/10.1007/s11266-018-00082-4","","","","","","Springer","","","","","","","Dutch citizens on welfare have to volunteer at Civil Society Organizations (CSOs) in return for their benefits. Through applying the ‘worlds of justification’ of Boltanski and Thévenot, this article aims to provide a better theoretical and empirical understanding of social justice of policies that obligate welfare clients to participate in CSOs. The analysis of 51 in-depth interviews with Dutch welfare recipients shows that respondents perceive these policies partly but not unilaterally as unfair. If respondents perceive welfare as ‘free money’ and if they are convinced that civic behavior demands interventions against free riding on welfare resources, ‘mandatory volunteering’ is considered as fair. Our main contribution is to the theoretical debate on recognition and redistribution by showing empirically how ‘othering’ plays an important role in determining when mandatory volunteering becomes a matter of redistribution or recognition.","","","","","10.1007/s11266-018-00082-4"
7,"","Fowler2019","Fowler, Alan; Mati, Jacob Mwathi","African Gifting: Pluralising the Concept of Philanthropy","VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations",,,"January","1",2019,"","","http://dx.doi.org/10.1007/s11266-018-00079-z","","","","","","Springer","","","","","","","This article adds to conceptualisations of philanthropy. Applying an ontological approach within an evolutionary perspective, it advances an analogous African narrative of pro-social transactions of gift-giving, or gifting, associated with Marcel Mauss. Originating on the continent, this relational behaviour is subject to indeterminate complex processes which co-determine any society’s institutional design. Analysing gifting’s sociopolitical influence on the continent pays attention to the (non-)agonistic as well as the ‘vertical’ and ‘horizontal’ features of gifting across pre- to post-colonial eras, examining their role in establishing patrimonial systems of governance. When gifting is set against (institutionalised) philanthropy’s dominant discourse, issues for its critique are identified. Suggestions for further inquiry and implications for improving development on the continent are provided. ","","","","","10.1007/s11266-018-00079-z"
7,"","Poulopoulos2019","Poulopoulos, Alexandros; Murphy, Alexander J.; Ozkan, Abdulkadir; Davis, Patrick; Hatch, John; Kirchner, Rory; Macklis, Jeffrey D.","Subcellular transcriptomes and proteomes of developing axon projections in the cerebral cortex","Nature",565,7739,"January","356",2019,"","","http://dx.doi.org/10.1038/s41586-018-0847-y","","","","","","Nature","","","","","","","The development of neural circuits relies on axon projections establishing diverse, yet well-defined, connections between areas of the nervous system. Each projection is formed by growth cones—subcellular specializations at the tips of growing axons, encompassing sets of molecules that control projection-specific growth, guidance, and target selection1. To investigate the set of molecules within native growth cones that form specific connections, here we developed growth cone sorting and subcellular RNA–proteome mapping, an approach that identifies and quantifies local transcriptomes and proteomes from labelled growth cones of single projections in vivo. Using this approach on the developing callosal projection of the mouse cerebral cortex, we mapped molecular enrichments in trans-hemispheric growth cones relative to their parent cell bodies, producing paired subcellular proteomes and transcriptomes from single neuron subtypes directly from the brain. These data provide generalizable proof-of-principle for this approach, and reveal molecular specializations of the growth cone, including accumulations of the growth-regulating kinase mTOR2, together with mRNAs that contain mTOR-dependent motifs3,4. These findings illuminate the relationships between subcellular distributions of RNA and protein in developing projection neurons, and provide a systems-level approach for the discovery of subtype- and stage-specific molecular substrates of circuit wiring, miswiring, and the potential for regeneration.A subcellular sorting approach enables quantitative analysis of subtypes of growth cones in the brain, and reveals subcellular relationships between local mRNA and local proteomes in developing projection neurons.","","","","","10.1038/s41586-018-0847-y"
7,"","Dembek2019","Dembek, Krzysztof; Sivasubramaniam, Nagaraj; Chmielewski, Danielle A.","A Systematic Review of the Bottom/Base of the Pyramid Literature: Cumulative Evidence and Future Directions","Journal of Business Ethics",,,"January","1",2019,"","","http://dx.doi.org/10.1007/s10551-019-04105-y","","","","","","Springer","","","","","","","Sixteen years ago, Prahalad and Hart (Strategy + Business 26:2–14, 2002) introduced the possibility of both profitably serving the poor and alleviating poverty. This first iteration of the Bottom/Base of the Pyramid approach (known as BoP 1.0) focused on selling to the poor. In 2008, after ethical criticisms leveled at it, the field moved to BoP 2.0, instead emphasizing business co-venturing. Since 2015, we have witnessed some calls for a new iteration (BoP 3.0), with the focus broadening to a more sustainable development approach to poverty alleviation. In this paper, we seek to answer the question: How has the BoP approach evolved over the past 16 years, and has it delivered on its early promise? We conducted a systematic review of 276 papers published in journals in this period, utilizing a rigorous correspondence analysis method to map key trends, and then further examined the 22 empirical studies conducted on the BoP approach. Our results suggest that the field has evolved, passing through a number of trends and coming full circle—with our analysis pointing to more recent BoP literature emphasizing similar themes to those espoused in the initial BoP iteration (i.e., treating the BoP as consumers), rather than reflecting the principles espoused in either BoP 2.0 or BoP 3.0. Our analysis also points to a lack of clear evidence that the BoP concept has delivered on its promise either to businesses (that they can serve BoP markets profitably) or to BoP participants (that involvement by multinational corporations will help alleviate poverty).","","","","","10.1007/s10551-019-04105-y"
7,"","Maier2019","Maier, Dieter","The evolution of transcriptional repressors in the Notch signaling pathway: a computational analysis","Hereditas",156,1,"January","1",2019,"","","http://dx.doi.org/10.1186/s41065-019-0081-0","","","","","","BioMed Central","","","","","","","BackgroundThe Notch signaling pathway governs the specification of different cell types in flies, nematodes and vertebrates alike. Principal components of the pathway that activate Notch target genes are highly conserved throughout the animal kingdom. Despite the impact on development and disease, repression mechanisms are less well studied. Repressors are known from arthropods and vertebrates that differ strikingly by mode of action: whereas Drosophila Hairless assembles repressor complexes with CSL transcription factors, competition between activator and repressors occurs in vertebrates (for example SHARP/MINT and KyoT2). This divergence raises questions on the evolution: Are there common ancestors throughout the animal kingdom?ResultsAvailable genome databases representing all animal clades were searched for homologues of Hairless, SHARP and KyoT2. The most distant species with convincing Hairless orthologs belong to Myriapoda, indicating its emergence after the Mandibulata-Chelicarata radiation about 500 million years ago. SHARP shares motifs with SPEN and SPENITO proteins, present throughout the animal kingdom. The CSL interacting domain of SHARP, however, is specific to vertebrates separated by roughly 600 million years of evolution. KyoT2 bears a C-terminal CSL interaction domain (CID), present only in placental mammals but highly diverged already in marsupials, suggesting introduction roughly 100 million years ago. Based on the LIM-domains that characterize KyoT2, homologues can be found in Drosophila melanogaster (Limpet) and Hydra vulgaris (Prickle 3 like). These lack the CID of KyoT2, however, contain a PET and additional LIM domains. Conservation of intron/exon boundaries underscores the phylogenetic relationship between KyoT2, Limpet and Prickle. Most strikingly, Limpet and Prickle proteins carry a tetra-peptide motif resembling that of several CSL interactors. Overall, KyoT2 may have evolved from prickle and Limpet to a Notch repressor in mammals.ConclusionsNotch repressors appear to be specific to either chordates or arthropods. Orthologues of experimentally validated repressors were not found outside the phylogenetic group they have been originally identified. However, the data provide a hypothesis on the evolution of mammalian KyoT2 from Prickle like ancestors. The finding of a potential CSL interacting domain in Prickle homologues points to a novel, very ancestral CSL interactor present in the entire animal kingdom.","","","","","10.1186/s41065-019-0081-0"
7,"","Parida2019","Parida, Vinit; Wincent, Joakim","Why and how to compete through sustainability: a review and outline of trends influencing firm and network-level transformation","International Entrepreneurship and Management Journal",,,"January","1",2019,"","","http://dx.doi.org/10.1007/s11365-019-00558-9","","","","","","Springer","","","","","","","This article reviews and discusses how to compete with sustainability by reviewing the literature about sustainability, business models, innovation, and networks. It is an introduction to the special issue on “innovative inter-organizational networks and sustainable economy: current trends and future opportunities” and a call for more research where we examine and outline ideas for how the new and rapidly spreading trends of digitalization, the circular economy, and servitization are force firms to develop new types of competitive advantages. We elaborate upon the transformation needs at firm-level capabilities and business models, as well as network-level changes through the formation of new ecosystems and new ways of engaging in co-creation with partners. These firm and network level transformation discussions are complimented with specific list potential areas for future academic research.","","","","","10.1007/s11365-019-00558-9"
7,"","Eschweiler2019","Eschweiler, Jennifer; Svensson, Sara; Mocca, Elisabetta; Cartwright, Andrew; Villadsen Nielsen, Louise","The Reciprocity Dimension of Solidarity: Insights from Three European Countries","VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations",,,"January","1",2019,"","","http://dx.doi.org/10.1007/s11266-018-0031-x","","","","","","Springer","","","","","","","The article argues that closer attention to how solidarity is understood and expressed in different European contexts can shed light on the conditions for establishing a social and solidarity economy. Drawing on data collected within the H2020 SOLIDUS project, which explores current expressions of European solidarity, the comparative analysis covers three social economy initiatives, each representing a country with different political and economic context. The analysis focuses on solidarity as reciprocity and, in particular, how it is affected by such factors as actor motivations, internal participatory functioning, resource mix and political legitimacy. While further empirical work is needed, the findings suggest that solidarity as reciprocity produced by social and solidarity economy organisations thrives where political institutions are both supportive and trusted, where public funding is accessible, and where partnerships with relatively autonomous social and solidarity economy organisations are genuinely collaborative.","","","","","10.1007/s11266-018-0031-x"
7,"","Bohnert2019","Bohnert, Alexander; Fritzsche, Albrecht; Gregor, Shirley","Digital agendas in the insurance industry: the importance of comprehensive approaches†","The Geneva Papers on Risk and Insurance - Issues and Practice",44,1,"January","1",2019,"","","http://dx.doi.org/10.1057/s41288-018-0109-0","","","","","","Springer","","","","","","","With a growing awareness of the potential of innovation provided by digital technology, insurance companies have increasingly adopted digital agendas in their business activities. Our paper studies the relationship between the expression of a digital agenda in annual reports and the business performance of 41 publicly-traded European insurance companies for the time period from 2007 to 2017. Our findings show a positive relationship, which is particularly strong in cases where companies take a comprehensive approach by addressing digital technology both in the context of internal activities within their own organisation and external activities in connection with customers and business partners.","","","","","10.1057/s41288-018-0109-0"
7,"","Kraft2019","Kraft, Kamilla","Language policies and linguistic competence: new speakers in the Norwegian construction industry","Language Policy",,,"January","1",2019,"","","http://dx.doi.org/10.1007/s10993-018-9502-6","","","","","","Springer","","","","","","","Taking the Norwegian construction industry as its site of study, this article discusses under which conditions migrant workers in the Norwegian construction industry obtain the status as new speakers in the workplace. These conditions are determined by language proficiency requirements and speaker hierarchies that are constructed through language management at various institutional levels (legislation, industry and workplace). Moreover, the article highlights how language management in the construction industry ascribes linguistic competences, especially competences in the nation-state language Norwegian, with value. Ultimately, this value entails opportunities as well as challenges for the professional lives of migrant workers. The study uses an Ethnography of Language Policy approach combined with Foucauldian discourse analysis which emphasises discourses as social practices. Discourses of policy documents and recommendations are analysed and contextualised with workplace practices and workers’ accounts from three different Norwegian construction sites. The article contributes to the study of new speakers by providing insights into language management in a workplace dominated by multilingualism, migration, and temporariness.","","","","","10.1007/s10993-018-9502-6"
7,"","Eikenberry2019","Eikenberry, Angela M.","Discourses of Volunteering and Civic Action in the USA","VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations",,,"January","1",2019,"","","http://dx.doi.org/10.1007/s11266-018-00080-6","","","","","","Springer","","","","","","","Inspired by Foucault’s genealogical approach, this paper examines the historical discourses of popular engagement in the USA—specifically how volunteering and civic action have been treated in relation to politics and public opinion over time. The paper describes that throughout US history, the relationship between volunteering and civic action has evolved from being more or less blurred in distinction—and has had different meanings for different groups of people. With the election and policies of the current president, we may be entering a new era of increased and politicized volunteering and civic action.","","","","","10.1007/s11266-018-00080-6"
7,"","Endres2019","Endres, Sigrid; Weibler, Jürgen","Understanding (non)leadership phenomena in collaborative interorganizational networks and advancing shared leadership theory: an interpretive grounded theory study","Business Research",,,"January","1",2019,"","","http://dx.doi.org/10.1007/s40685-019-0086-6","","","","","","Springer","","","","","","","Despite the increasing significance of collaborative interorganizational networks, understanding of leadership phenomena in these contexts is still scarce. How, and in what form will leadership emerge in such (a priori) non-hierarchical contexts with peerlike work settings, if at all? Through an interpretive grounded theory study conducted in collaborative interorganizational networks, we found that the networks either remained at the stage of leaderless cooperation (leadership void) or developed shared leadership. We then sought to understand the underlying mechanism of collaboration that might explain the different (non)leadership phenomena. Our study’s main result is the empirically grounded identification of two distinct forms of network participation with specific network identities as its core, which are related to the distinct leadership-related phenomena in our networks. (1) Task-based network identity, which includes an individualistic network identity, a single achievement motivation, and a largely instrumentalist orientation towards network participation, is related to a leadership void (non-leadership emergence, i.e. a form of leaderless cooperation). (2) Joint-motivational network identity, which includes a collectivistic network identity, joint network motivation, and a largely value-laden attitude towards network participation, is related to shared leadership. Our findings shed new light on collaboration and leadership phenomena in interorganizational networks, concurrently providing progress on conceptualizing shared leadership, in particular by introducing joint-motivational network identity as a new concept related to shared leadership development. We discuss implications for the management of collaborative interorganizational networks and advance theory on plural forms of leadership such as collective or shared leadership.","","","","","10.1007/s40685-019-0086-6"
7,"","Stark2019","Stark, Alastair","Policy learning and the public inquiry","Policy Sciences",,,"January","1",2019,"","","http://dx.doi.org/10.1007/s11077-019-09348-0","","","","","","Springer","","","","","","","Can public inquiries learn lessons in ways which can reduce the likelihood of future failure? Political science research has consistently stated that the answer to this question should be an emphatic no and defined the public inquiry as an ineffectual lesson-learning mechanism. This article, however, contends that this conventional wisdom needs to be revisited. Drawing upon policy learning research for its theory, and 100 interviews across four international cases for its evidence, this article returns to the question above and finds that inquiries regularly produce ‘instrumental’ and ‘cognitive organisational’ forms of learning, which propel substantive reform agendas. By contrasting these outcomes against the types of learning that inquiries struggle to produce, the article delivers a nuanced evaluation that indicates that we need to reconsider what we think we know about these important institutions.","","","","","10.1007/s11077-019-09348-0"
7,"","Hollebeek2019","Hollebeek, Linda D.; Srivastava, Rajendra K.; Chen, Tom","S-D logic–informed customer engagement: integrative framework, revised fundamental propositions, and application to CRM","Journal of the Academy of Marketing Science",47,1,"January","161",2019,"","","http://dx.doi.org/10.1007/s11747-016-0494-5","","","","","","Springer","","","","","","","Research addressing the micro-foundational theoretical entity of customer engagement (CE) has proliferated in recent years. In parallel, the macro-foundational theory of service-dominant (S-D) logic is thriving. While the fit of CE/S-D logic has been recognized, insight into this theoretical interface remains tenuous, as explored in this paper. We develop an integrative, S-D logic–informed framework of CE comprising three CE foundational processes, which are required (for customer resource integration), or conducive (for customer knowledge sharing/learning) CE antecedents. While customer resource integration, in some form, extends to coincide with CE, customer knowledge sharing/learning can also do so. We also identify three CE benefits (customer individual/interpersonal operant resource development, cocreation) as CE consequences, which can also coincide with CE. Deploying the framework, we revise Brodie et al.’s (Journal of Service Research, 14(3), 252–271, 2011) fundamental propositions of CE and apply these to customer relationship management. We conclude with theoretical and managerial implications, followed by future research avenues.","","","","","10.1007/s11747-016-0494-5"
7,"","Kumar2019","Kumar, V.; Rajan, Bharath; Gupta, Shaphali; Pozza, Ilaria Dalla","Customer engagement in service","Journal of the Academy of Marketing Science",47,1,"January","138",2019,"","","http://dx.doi.org/10.1007/s11747-017-0565-2","","","","","","Springer","","","","","","","We develop a framework to facilitate customer engagement in service (CES) based on the service-dominant (S-D) logic. A novel feature of this framework is its applicability and relevance for firms operating both in developed and emerging markets. First, we conduct a qualitative study involving service managers from multinational companies (MNCs) across the developed and emerging markets to understand the practitioner viewpoints. By integrating the insights from the interviews and the relevant academic literature, this framework explores how interaction orientation and omnichannel model can be used to create positive service experience. We also identify the factors that moderate the service experience, and categorize them as follows: offering-related, value-related, enabler-related, and market-related. Further, we also propose that perceived variation in service experience moderates the influence of service experience on satisfaction and emotional attachment, which ultimately impacts customer engagement (CE). From these factors, we advance research propositions that discuss the creation of positive service experience. One of the study’s key contributions is that MNCs can focus their attention on the moderators to ensure consistency in positive service experience, in an effort to enhance CE.","","","","","10.1007/s11747-017-0565-2"
7,"","Crecelius2019","Crecelius, Andrew T.; Lawrence, Justin M.; Lee, Ju-Yeon; Lam, Son K.; Scheer, Lisa K.","Effects of channel members’ customer-centric structures on supplier performance","Journal of the Academy of Marketing Science",47,1,"January","56",2019,"","","http://dx.doi.org/10.1007/s11747-018-0606-5","","","","","","Springer","","","","","","","The authors examine the upstream impact of a firm’s customer-centric organizational structure on its supplier, including both positive effects of greater revenue and negative effects of demanding services that raise the supplier’s costs. These countervailing effects on supplier profit are moderated by characteristics of the firm’s buying center and the firm–supplier relationship, in accordance with the value capture literature. Study 1 examines the proposed firm-level financial effects of the dual processes, using surveys of industrial firms matched with secondary data from their supplier. Study 2 assesses the supplier-level net impact of the dual processes, using publicly available data to shed light on the upstream financial impact of firms’ customer-centric structures across a broad sample of Fortune 500 suppliers. Findings highlight the need for a supplier to proactively assess the structure of each buyer-firm, as a supplier can take steps to mitigate cost effects and enhance revenue effects.","","","","","10.1007/s11747-018-0606-5"
7,"","Reuber2019","Reuber, A. Rebecca; Morgan-Thomas, Anna","Communicating Moral Legitimacy in Controversial Industries: The Trade in Human Tissue","Journal of Business Ethics",154,1,"January","49",2019,"","","http://dx.doi.org/10.1007/s10551-017-3480-z","","","","","","Springer","","","","","","","Globally active companies are involved in the discursive construction of moral legitimacy. Establishing normative conformance is problematic given the plurality of norms and values worldwide, and is particularly difficult for companies operating in morally controversial industries. In this paper, we investigate how organizations publicly legitimize the trade of human tissue for private profit when this practice runs counter to deep-seated and widespread moral beliefs. To do so, we use inductive, qualitative methods to analyze the website discourse of three types of organizations that trade in human tissue and are associated with different degrees of moral controversy with respect to tissue procurement and use. Our analysis reveals an object-oriented approach to moral legitimizing centered on the human tissue as a morally disputed good. We find that the website discourse translates human tissue into technology, constructs normative meaning around a dominant instrumental value associated with human-tissue-as-technology, and reproduces and stabilizes this meaning by six discursive mechanisms that amplify and anchor it. Moreover, the use of amplifying and anchoring discourse was greater in organizations associated with greater controversy. The results are consistent with an object-oriented sociality.","","","","","10.1007/s10551-017-3480-z"
7,"","CondeGallego2019","Conde Gallego, Beatriz; Drexl, Josef","IoT Connectivity Standards: How Adaptive is the Current SEP Regulatory Framework?","IIC - International Review of Intellectual Property and Competition Law",50,1,"January","135",2019,"","","http://dx.doi.org/10.1007/s40319-018-00774-w","","","","","","Springer","","","","","","","The Internet of Things is advancing as a new technological paradigm with enormous economic and societal implications. Network connectivity provides the basis. With this in mind, past and current conflicts surrounding the licensing and enforcement of standard essential patents (SEPs) in the information and communications technology (ICT) sector cast a shadow over IoT development. Focusing on the European approach based on competition law, this article explores the extent to which the existing legal framework, which has been mainly developed against the backdrop of problems in the mobile industry, will be capable of responding adequately to the challenges raised by the IoT. ","","","","","10.1007/s40319-018-00774-w"
